order_date,region,category,channel,units,revenue
2024-12-31,AMER,Home,Wholesale,4,546.32
2025-08-28,AMER,Home,Retail,7,690.10
2024-06-30,APAC,Home,Web,6,492.98
2024-04-18,EMEA,Electronics,Web,2,254.97
2025-05-15,AMER,Grocery,Web,6,757.05
2025-02-23,EMEA,Home,Wholesale,1,133.43
2024-09-29,EMEA,Home,Web,4,371.57
2025-06-11,APAC,Electronics,Wholesale,4,504.26
2025-08-27,EMEA,Beauty,Retail,2,229.29
2024-09-12,APAC,Electronics,Web,4,324.84
2025-10-12,AMER,Outdoor,Wholesale,3,341.36
2025-07-24,AMER,Electronics,Wholesale,4,457.15
2024-07-02,LATAM,Electronics,Wholesale,3,212.58
2025-12-17,AMER,Grocery,Web,6,556.62
2024-01-21,LATAM,Outdoor,Web,4,260.78
2025-10-14,EMEA,Outdoor,Wholesale,5,380.89
2024-08-07,APAC,Beauty,Retail,5,507.68
2024-07-04,LATAM,Home,Web,6,394.82
2024-12-15,LATAM,Apparel,Wholesale,2,105.00
2024-03-12,LATAM,Outdoor,Retail,5,522.25
2025-10-30,LATAM,Beauty,Retail,4,272.86
2024-10-04,AMER,Electronics,Retail,4,482.90
2024-07-01,APAC,Beauty,Wholesale,3,285.00
2024-07-27,APAC,Grocery,Retail,6,681.08
2024-04-24,AMER,Beauty,Wholesale,2,267.96
2025-07-21,EMEA,Apparel,Web,5,700.61
2024-09-04,EMEA,Outdoor,Wholesale,6,616.58
2024-03-06,LATAM,Beauty,Web,5,462.62
2025-06-21,AMER,Grocery,Wholesale,2,335.97
2024-09-25,LATAM,Apparel,Wholesale,2,139.24
2025-03-17,APAC,Grocery,Web,1,114.58
2025-12-20,APAC,Grocery,Wholesale,7,575.38
2024-04-05,APAC,Home,Web,1,91.10
2024-04-27,APAC,Beauty,Wholesale,1,109.46
2024-09-16,AMER,Outdoor,Web,6,598.36
2025-08-24,LATAM,Electronics,Wholesale,5,345.24
2025-02-28,EMEA,Electronics,Wholesale,4,485.84
2025-12-19,APAC,Apparel,Web,1,89.38
2025-06-30,EMEA,Home,Web,6,699.13
2025-09-13,APAC,Beauty,Web,1,100.00
2025-07-02,APAC,Apparel,Web,7,572.98
2024-07-09,EMEA,Apparel,Retail,3,279.44
2024-08-24,AMER,Home,Wholesale,3,370.45
2025-04-28,APAC,Beauty,Wholesale,3,411.15
2024-09-19,EMEA,Electronics,Wholesale,6,582.91
2024-05-27,AMER,Home,Web,3,350.23
2024-08-02,APAC,Apparel,Retail,5,478.55
2024-03-29,AMER,Electronics,Web,3,558.18
2025-03-24,EMEA,Apparel,Retail,1,59.83
2024-03-08,AMER,Electronics,Web,5,618.23
2024-03-10,AMER,Apparel,Web,4,466.35
2024-12-25,LATAM,Electronics,Web,3,193.35
2024-10-01,EMEA,Home,Retail,5,512.24
2025-03-25,EMEA,Beauty,Wholesale,4,260.24
2024-07-02,LATAM,Home,Wholesale,3,170.68
2024-02-28,APAC,Home,Web,3,270.37
2024-06-19,AMER,Outdoor,Retail,2,265.77
2025-11-23,LATAM,Home,Wholesale,6,423.91
2024-12-06,EMEA,Beauty,Web,4,384.91
2025-05-02,APAC,Home,Web,3,327.20
2024-01-08,AMER,Electronics,Web,4,410.80
2025-09-13,APAC,Apparel,Retail,6,524.04
2024-10-18,LATAM,Grocery,Retail,1,56.58
2025-11-16,APAC,Beauty,Web,5,418.00
2024-07-25,EMEA,Grocery,Retail,1,101.14
2025-06-17,LATAM,Beauty,Web,3,200.84
2024-06-22,AMER,Apparel,Web,6,809.58
2025-10-04,EMEA,Home,Retail,6,544.52
2024-10-27,LATAM,Outdoor,Wholesale,6,359.44
2025-01-18,APAC,Grocery,Retail,1,77.94
2025-11-17,EMEA,Apparel,Retail,5,524.53
2025-04-16,APAC,Apparel,Wholesale,4,383.82
2025-11-30,LATAM,Outdoor,Web,6,294.34
2024-03-16,AMER,Electronics,Wholesale,5,705.60
2025-04-18,LATAM,Apparel,Wholesale,6,632.84
2025-09-12,APAC,Apparel,Wholesale,5,340.75
2024-02-22,APAC,Electronics,Wholesale,5,399.91
2024-09-03,LATAM,Beauty,Retail,6,298.87
2024-01-03,LATAM,Beauty,Wholesale,3,191.23
2025-05-16,LATAM,Outdoor,Wholesale,5,426.51
2024-06-23,AMER,Apparel,Retail,5,601.72
2025-09-05,EMEA,Apparel,Retail,3,269.17
2024-06-03,APAC,Apparel,Retail,3,265.49
2025-05-17,APAC,Beauty,Web,2,196.66
2024-06-20,APAC,Electronics,Retail,7,693.69
2025-07-23,LATAM,Grocery,Web,4,305.91
2025-12-12,EMEA,Outdoor,Retail,6,552.74
2024-05-08,AMER,Apparel,Web,4,600.63
2024-05-28,AMER,Apparel,Web,4,659.09
2025-06-03,AMER,Electronics,Web,2,237.77
2024-11-09,LATAM,Apparel,Web,1,68.21
2024-09-15,AMER,Home,Wholesale,5,438.87
2025-03-10,LATAM,Home,Web,5,363.80
2025-01-05,LATAM,Home,Web,3,250.90
2024-01-16,EMEA,Outdoor,Web,4,453.02
2024-10-15,AMER,Apparel,Wholesale,6,492.38
2025-04-15,LATAM,Apparel,Web,6,535.56
2025-12-28,AMER,Apparel,Web,3,386.07
2025-04-08,LATAM,Outdoor,Wholesale,5,408.24
2024-10-12,AMER,Apparel,Retail,4,326.98
2024-12-16,EMEA,Outdoor,Wholesale,4,394.82
2025-05-10,EMEA,Home,Web,2,298.31
2025-05-27,AMER,Grocery,Web,3,517.66
2024-07-09,APAC,Home,Web,4,361.62
2024-10-07,LATAM,Beauty,Retail,2,103.72
2025-07-29,LATAM,Apparel,Retail,3,170.45
2024-10-02,AMER,Home,Web,2,201.63
2025-06-04,AMER,Home,Web,6,684.67
2024-10-30,APAC,Electronics,Web,2,156.50
2024-11-25,AMER,Electronics,Retail,6,823.48
2025-10-06,APAC,Outdoor,Retail,5,357.33
2025-07-07,APAC,Beauty,Web,6,646.51
2025-01-29,APAC,Outdoor,Web,6,549.29
2025-08-14,LATAM,Beauty,Wholesale,7,389.67
2024-11-18,EMEA,Electronics,Web,4,400.66
2024-12-24,LATAM,Grocery,Web,2,161.79
2025-03-25,EMEA,Apparel,Retail,4,318.26
2025-02-28,EMEA,Home,Wholesale,6,788.94
2025-11-30,EMEA,Outdoor,Wholesale,6,708.04
2025-05-03,AMER,Home,Retail,4,586.22
2024-11-01,EMEA,Home,Retail,4,351.74
2024-02-14,APAC,Electronics,Wholesale,4,325.00
2024-03-16,APAC,Outdoor,Web,2,189.17
2024-01-14,LATAM,Grocery,Wholesale,3,199.25
2024-10-02,EMEA,Apparel,Wholesale,5,468.72
2025-11-15,EMEA,Grocery,Wholesale,4,385.20
2024-12-26,EMEA,Outdoor,Wholesale,4,437.09
2024-01-18,APAC,Outdoor,Web,4,372.35
2025-05-15,AMER,Home,Retail,6,1074.99
2024-02-26,AMER,Grocery,Wholesale,4,623.83
2024-04-20,APAC,Apparel,Retail,2,174.31
2025-08-16,AMER,Grocery,Web,3,444.11
2025-12-10,AMER,Grocery,Retail,3,293.25
2024-07-15,EMEA,Outdoor,Retail,6,881.87
2024-11-20,APAC,Grocery,Retail,6,414.81
2024-07-20,EMEA,Outdoor,Wholesale,7,801.31
2025-10-31,LATAM,Outdoor,Web,2,109.29
2025-09-15,AMER,Grocery,Web,6,699.08
2025-02-12,EMEA,Beauty,Wholesale,2,208.49
2024-11-27,LATAM,Grocery,Web,3,186.29
2024-03-16,AMER,Home,Retail,3,394.47
2024-02-19,AMER,Grocery,Retail,1,176.56
2024-12-08,APAC,Grocery,Retail,6,614.08
2024-04-07,EMEA,Beauty,Retail,4,504.08
2024-10-27,AMER,Beauty,Web,4,491.31
2024-08-20,EMEA,Grocery,Web,4,370.29
2024-03-27,EMEA,Apparel,Web,1,148.75
2024-03-09,AMER,Beauty,Retail,7,1010.41
2025-10-12,AMER,Outdoor,Retail,3,272.67
2025-12-14,AMER,Beauty,Web,3,400.93
2025-06-09,AMER,Home,Retail,2,356.57
2024-07-08,LATAM,Beauty,Web,4,233.71
2024-09-23,AMER,Apparel,Wholesale,5,463.76
2025-07-10,LATAM,Outdoor,Web,4,247.92
2024-04-22,AMER,Grocery,Web,2,299.71
2025-02-22,APAC,Electronics,Web,2,202.67
2024-04-06,EMEA,Outdoor,Wholesale,1,125.17
2025-08-15,APAC,Outdoor,Wholesale,5,406.30
2025-05-25,LATAM,Apparel,Retail,5,371.50
2024-01-04,LATAM,Beauty,Retail,4,353.38
2024-05-26,APAC,Home,Retail,7,897.87
2024-05-21,AMER,Apparel,Retail,6,822.62
2025-03-25,AMER,Outdoor,Web,4,474.93
2024-10-11,AMER,Outdoor,Wholesale,6,507.84
2024-05-30,LATAM,Home,Wholesale,5,448.97
2025-10-11,APAC,Home,Retail,4,359.74
2025-02-18,EMEA,Grocery,Web,3,435.88
2024-07-14,AMER,Grocery,Wholesale,6,820.67
2025-12-15,EMEA,Beauty,Wholesale,3,373.28
2024-03-07,LATAM,Home,Retail,4,330.19
2024-04-14,APAC,Grocery,Wholesale,2,235.89
2024-06-10,EMEA,Grocery,Web,2,298.65
2025-08-14,AMER,Electronics,Web,6,615.21
2024-05-08,LATAM,Grocery,Web,6,432.96
2025-05-06,APAC,Outdoor,Retail,4,507.14
2024-11-02,LATAM,Outdoor,Retail,3,173.92
2024-09-13,EMEA,Beauty,Retail,6,655.52
2024-06-11,AMER,Electronics,Wholesale,2,305.00
2024-11-30,EMEA,Outdoor,Wholesale,6,466.90
2024-11-14,APAC,Apparel,Web,7,658.98
2024-11-16,AMER,Outdoor,Retail,5,597.31
2024-09-19,LATAM,Grocery,Retail,2,95.46
2025-01-09,LATAM,Electronics,Wholesale,3,255.22
2024-10-06,EMEA,Grocery,Retail,5,396.95
2024-03-14,AMER,Beauty,Wholesale,4,631.35
2025-06-08,AMER,Grocery,Retail,5,703.30
2025-01-17,AMER,Electronics,Retail,1,140.21
2024-11-17,LATAM,Home,Retail,4,206.37
2025-07-10,EMEA,Beauty,Retail,3,395.74
2024-06-19,LATAM,Beauty,Web,4,317.03
2025-01-16,AMER,Outdoor,Web,6,856.32
2024-06-23,LATAM,Beauty,Retail,5,432.22
2024-06-21,LATAM,Apparel,Wholesale,4,274.17
2025-06-05,APAC,Beauty,Retail,4,370.02
2024-09-26,APAC,Beauty,Retail,4,309.75
2025-06-26,LATAM,Grocery,Retail,7,701.64
2024-10-17,LATAM,Apparel,Wholesale,5,326.85
2025-01-29,EMEA,Home,Wholesale,3,369.08
2024-03-27,LATAM,Home,Wholesale,5,472.43
2025-11-29,APAC,Beauty,Wholesale,3,234.94
2025-08-17,APAC,Grocery,Retail,6,540.74
2024-04-28,AMER,Grocery,Web,5,861.84
2025-03-23,AMER,Outdoor,Wholesale,2,247.67
2025-12-17,APAC,Grocery,Wholesale,1,104.90
2025-06-08,AMER,Apparel,Wholesale,1,110.06
2024-04-29,APAC,Grocery,Web,4,510.01
2025-01-17,AMER,Home,Web,7,898.73
2025-05-11,LATAM,Beauty,Web,7,615.76
2024-11-01,LATAM,Apparel,Retail,5,340.44
2025-02-23,EMEA,Home,Retail,7,776.88
2024-04-08,APAC,Grocery,Retail,2,229.80
2024-06-24,EMEA,Home,Web,5,703.36
2024-07-15,APAC,Grocery,Wholesale,1,94.03
2024-06-14,APAC,Home,Retail,5,478.45
2025-09-13,AMER,Beauty,Wholesale,5,595.90
2024-01-02,LATAM,Apparel,Retail,5,375.11
2024-02-08,LATAM,Apparel,Wholesale,6,440.97
2024-10-17,APAC,Beauty,Wholesale,6,540.78
2024-11-03,EMEA,Home,Wholesale,5,399.85
2024-12-16,LATAM,Home,Wholesale,4,268.02
2025-09-04,LATAM,Electronics,Retail,3,231.52
2024-05-08,APAC,Outdoor,Wholesale,5,527.69
2024-06-28,LATAM,Outdoor,Web,5,407.55
2024-11-17,AMER,Beauty,Retail,2,264.56
2025-03-07,EMEA,Outdoor,Wholesale,3,180.62
2024-07-17,AMER,Home,Wholesale,3,445.82
2024-07-29,LATAM,Home,Web,7,466.08
2025-10-13,LATAM,Home,Web,6,318.22
2024-09-22,AMER,Beauty,Retail,1,87.65
2025-11-21,LATAM,Apparel,Web,3,230.91
2025-04-29,LATAM,Apparel,Retail,4,413.15
2025-09-30,LATAM,Grocery,Wholesale,3,230.39
2024-09-09,APAC,Electronics,Web,5,474.02
2024-06-05,APAC,Home,Retail,6,761.11
2025-04-12,EMEA,Beauty,Wholesale,5,630.86
2024-05-29,LATAM,Electronics,Web,2,137.98
2024-06-10,AMER,Beauty,Wholesale,3,495.13
2025-12-17,AMER,Beauty,Web,6,749.06
2025-03-29,AMER,Outdoor,Web,4,545.88
2025-07-04,APAC,Home,Web,6,706.82
2025-09-23,LATAM,Electronics,Wholesale,5,357.39
2024-07-01,APAC,Grocery,Web,6,581.52
2025-10-10,LATAM,Home,Web,5,287.58
2025-09-14,LATAM,Grocery,Wholesale,7,409.54
2024-10-19,EMEA,Beauty,Retail,3,246.06
2024-02-09,APAC,Outdoor,Wholesale,7,799.39
2024-12-14,LATAM,Grocery,Web,7,400.69
2025-02-14,EMEA,Beauty,Wholesale,5,582.99
2025-07-21,APAC,Home,Web,2,229.04
2024-06-13,APAC,Home,Retail,7,765.14
2024-12-25,EMEA,Apparel,Web,2,189.19
2025-12-31,LATAM,Electronics,Retail,6,368.99
2025-04-24,AMER,Home,Retail,4,591.99
2024-02-10,APAC,Beauty,Wholesale,6,535.08
2025-05-22,LATAM,Home,Wholesale,6,398.74
2025-08-21,LATAM,Electronics,Retail,5,253.01
2024-06-09,EMEA,Beauty,Web,1,105.09
2025-11-23,LATAM,Apparel,Wholesale,5,308.09
2025-06-21,EMEA,Home,Retail,3,404.12
2024-05-28,APAC,Electronics,Web,7,769.75
2024-05-20,AMER,Apparel,Web,7,1111.91
2025-12-23,APAC,Electronics,Web,5,418.97
2024-12-22,AMER,Apparel,Retail,1,135.79
2024-09-24,EMEA,Outdoor,Web,2,153.50
2024-07-25,LATAM,Apparel,Wholesale,4,287.08
2025-07-16,LATAM,Electronics,Wholesale,2,131.24
2024-07-22,EMEA,Outdoor,Web,5,500.89
2024-01-31,LATAM,Grocery,Retail,5,382.56
2025-10-25,EMEA,Outdoor,Web,3,285.47
2024-09-29,LATAM,Grocery,Wholesale,2,102.93
2024-03-02,AMER,Beauty,Web,6,946.23
2024-12-03,APAC,Electronics,Retail,1,88.97
2025-10-21,LATAM,Grocery,Retail,7,507.95
2024-03-16,EMEA,Home,Retail,5,689.40
2024-04-21,EMEA,Apparel,Wholesale,2,294.81
2025-12-15,APAC,Apparel,Retail,2,189.08
2025-04-11,EMEA,Outdoor,Wholesale,4,618.87
2025-04-12,LATAM,Apparel,Retail,4,403.69
2025-06-15,LATAM,Electronics,Web,4,385.49
2024-11-20,LATAM,Apparel,Retail,4,298.85
2025-01-09,EMEA,Apparel,Wholesale,2,294.93
2025-01-02,APAC,Apparel,Web,6,533.97
2024-02-06,AMER,Home,Wholesale,3,535.81
2024-12-03,APAC,Apparel,Web,4,322.25
2024-06-26,AMER,Electronics,Wholesale,6,797.69
2025-03-21,LATAM,Apparel,Wholesale,6,563.57
2025-04-10,AMER,Electronics,Wholesale,1,143.49
2025-04-13,LATAM,Beauty,Retail,3,312.90
2025-07-11,LATAM,Outdoor,Wholesale,2,180.85
2024-05-26,APAC,Grocery,Wholesale,4,366.50
2024-12-14,APAC,Home,Web,5,426.79
2025-09-04,APAC,Grocery,Web,3,258.51
2025-11-06,AMER,Apparel,Retail,7,934.14
2024-02-17,LATAM,Outdoor,Retail,3,221.37
2024-03-04,AMER,Home,Retail,4,756.71
2025-12-18,APAC,Beauty,Web,5,466.71
2024-08-30,LATAM,Beauty,Retail,6,379.19
2025-02-18,LATAM,Home,Retail,4,393.10
2025-01-01,AMER,Home,Wholesale,2,236.22
2024-01-18,LATAM,Electronics,Retail,3,248.92
2024-12-27,AMER,Outdoor,Web,4,584.66
2024-10-01,LATAM,Home,Wholesale,6,427.48
2024-01-02,APAC,Home,Wholesale,4,291.15
2025-01-21,AMER,Grocery,Web,4,525.03
2025-10-29,AMER,Beauty,Web,5,465.77
2025-06-14,EMEA,Apparel,Retail,2,266.03
2024-05-03,EMEA,Beauty,Wholesale,6,967.93
2024-08-25,APAC,Home,Retail,6,580.30
2025-08-06,AMER,Grocery,Web,3,301.54
2024-06-26,LATAM,Outdoor,Web,2,132.38
2024-11-25,LATAM,Electronics,Retail,3,192.66
2024-12-19,EMEA,Beauty,Web,5,665.57
2025-02-18,LATAM,Beauty,Retail,2,177.10
2025-04-10,EMEA,Beauty,Retail,6,847.49
2025-08-07,LATAM,Outdoor,Wholesale,2,153.11
2024-05-10,EMEA,Electronics,Retail,4,532.49
2024-02-13,AMER,Outdoor,Wholesale,7,1027.33
2024-05-10,LATAM,Electronics,Web,6,634.95
2024-02-19,AMER,Grocery,Retail,2,280.46
2024-02-07,EMEA,Outdoor,Wholesale,5,763.96
2024-09-15,APAC,Electronics,Wholesale,5,333.06
2025-07-18,EMEA,Grocery,Wholesale,1,96.31
2024-01-23,AMER,Apparel,Wholesale,2,300.92
2025-04-16,AMER,Beauty,Web,5,796.03
2025-11-15,EMEA,Grocery,Wholesale,1,109.96
2024-03-21,EMEA,Electronics,Retail,6,971.37
2025-09-05,LATAM,Beauty,Wholesale,4,203.44
2024-02-24,LATAM,Outdoor,Retail,3,301.17
2024-10-02,AMER,Grocery,Wholesale,2,236.39
2025-12-12,LATAM,Home,Web,5,372.81
2024-12-16,AMER,Grocery,Wholesale,4,583.81
2024-09-29,APAC,Electronics,Wholesale,1,66.29
2024-05-29,APAC,Grocery,Wholesale,7,606.89
2024-12-16,APAC,Beauty,Retail,6,461.42
2025-10-06,EMEA,Outdoor,Wholesale,2,190.34
2025-09-02,APAC,Grocery,Web,5,313.48
2024-04-12,APAC,Beauty,Wholesale,5,428.41
2024-10-27,EMEA,Apparel,Web,2,146.53
2025-06-17,AMER,Apparel,Wholesale,6,647.51
2025-12-17,EMEA,Outdoor,Wholesale,3,363.83
2024-01-28,LATAM,Home,Web,3,200.88
2025-09-08,EMEA,Home,Web,6,594.82
2025-05-31,APAC,Apparel,Retail,3,313.53
2024-03-01,EMEA,Outdoor,Web,2,330.75
2024-02-19,LATAM,Electronics,Retail,2,151.16
2024-10-27,AMER,Electronics,Retail,4,409.77
2024-08-21,LATAM,Grocery,Retail,3,236.57
2024-06-21,EMEA,Home,Wholesale,4,625.27
2025-07-26,AMER,Apparel,Wholesale,2,202.52
2025-11-05,APAC,Beauty,Retail,5,386.42
2024-08-24,AMER,Grocery,Wholesale,5,574.29
2025-03-22,APAC,Grocery,Wholesale,4,474.79
2025-12-13,EMEA,Home,Web,4,344.85
2025-08-04,AMER,Grocery,Wholesale,2,282.97
2024-12-08,EMEA,Apparel,Web,1,108.69
2025-09-19,AMER,Grocery,Web,2,168.65
2024-10-03,EMEA,Home,Retail,6,708.67
2025-05-16,EMEA,Beauty,Web,4,413.84
2024-08-26,LATAM,Grocery,Wholesale,6,405.79
2025-11-20,AMER,Apparel,Wholesale,2,170.24
2024-09-12,AMER,Home,Web,2,177.37
2024-11-16,AMER,Electronics,Wholesale,7,777.49
2024-09-08,LATAM,Beauty,Web,4,260.20
2024-02-07,AMER,Apparel,Wholesale,1,150.54
2024-11-04,EMEA,Outdoor,Wholesale,5,542.41
2024-05-06,LATAM,Apparel,Wholesale,1,101.98
2024-05-09,AMER,Home,Web,2,370.44
2025-10-21,LATAM,Apparel,Web,4,187.37
2025-01-24,APAC,Home,Wholesale,2,175.62
2025-03-28,AMER,Electronics,Web,6,1053.60
2024-08-23,APAC,Home,Wholesale,5,461.45
2025-02-04,EMEA,Apparel,Wholesale,2,243.97
2024-02-03,LATAM,Outdoor,Web,1,78.10
2025-08-21,AMER,Apparel,Wholesale,3,350.52
2025-09-01,APAC,Electronics,Retail,1,61.99
2024-03-28,LATAM,Grocery,Web,1,90.27
2025-12-26,APAC,Electronics,Wholesale,3,293.95
2025-05-20,LATAM,Apparel,Web,2,175.72
2024-11-01,AMER,Apparel,Wholesale,2,234.18
2024-10-18,APAC,Outdoor,Web,4,258.98
2024-07-04,AMER,Home,Retail,4,408.60
2024-05-12,EMEA,Grocery,Retail,4,586.59
2024-10-18,LATAM,Beauty,Retail,5,365.91
2024-10-22,LATAM,Apparel,Wholesale,7,347.35
2025-12-15,AMER,Home,Retail,3,289.88
2024-10-09,APAC,Outdoor,Wholesale,3,289.32
2024-09-02,EMEA,Home,Web,4,307.93
2025-11-16,APAC,Beauty,Wholesale,1,65.39
2025-10-27,LATAM,Beauty,Wholesale,3,187.21
2024-04-16,AMER,Grocery,Retail,3,435.85
2025-12-16,LATAM,Outdoor,Wholesale,7,419.41
2025-01-05,APAC,Apparel,Web,3,233.68
2025-01-29,LATAM,Grocery,Web,3,205.69
2025-06-02,AMER,Outdoor,Web,2,326.41
2025-10-12,EMEA,Grocery,Wholesale,4,430.93
2024-10-05,EMEA,Electronics,Wholesale,1,90.21
2024-08-22,APAC,Home,Web,4,281.06
2024-11-24,EMEA,Beauty,Web,4,472.30
2024-08-04,LATAM,Beauty,Wholesale,4,236.51
2024-08-23,APAC,Grocery,Wholesale,6,436.83
2024-03-20,AMER,Grocery,Retail,6,789.98
2024-04-24,AMER,Outdoor,Wholesale,5,672.76
2025-01-27,APAC,Home,Web,6,684.31
2025-02-06,LATAM,Electronics,Wholesale,2,144.23
2025-08-11,LATAM,Electronics,Web,3,188.79
2024-11-15,AMER,Electronics,Web,3,302.86
2024-10-19,EMEA,Electronics,Retail,5,405.61
2025-12-09,AMER,Electronics,Wholesale,2,232.92
2024-11-27,APAC,Beauty,Web,4,289.08
2025-03-15,LATAM,Outdoor,Wholesale,4,276.23
2025-08-10,AMER,Apparel,Wholesale,7,723.47
2024-01-14,APAC,Outdoor,Retail,4,443.10
2024-07-01,LATAM,Electronics,Wholesale,4,341.60
2024-01-09,APAC,Electronics,Wholesale,2,162.16
2024-01-18,EMEA,Electronics,Wholesale,4,558.91
2025-01-20,AMER,Outdoor,Wholesale,5,502.32
2025-03-17,AMER,Grocery,Web,7,1331.78
2024-10-23,EMEA,Grocery,Wholesale,7,593.63
2024-01-12,EMEA,Apparel,Wholesale,5,733.62
2024-06-21,AMER,Apparel,Wholesale,4,637.64
2024-04-15,LATAM,Beauty,Retail,2,205.69
2024-06-27,EMEA,Beauty,Retail,1,159.77
2025-01-12,AMER,Outdoor,Wholesale,3,447.94
2024-01-23,APAC,Outdoor,Wholesale,2,146.31
2024-04-03,EMEA,Electronics,Wholesale,2,308.59
2025-10-21,AMER,Home,Retail,6,774.30
2024-07-15,AMER,Electronics,Web,4,625.96
2025-01-27,LATAM,Beauty,Retail,3,174.78
2025-06-27,AMER,Home,Wholesale,4,719.10
2024-02-13,EMEA,Grocery,Wholesale,4,462.76
2024-11-04,LATAM,Outdoor,Wholesale,3,172.20
2025-12-09,EMEA,Home,Web,3,384.38
2025-07-18,EMEA,Outdoor,Wholesale,5,448.20
2024-04-30,AMER,Electronics,Retail,2,322.40
2024-06-02,EMEA,Outdoor,Retail,3,421.90
2024-05-11,EMEA,Home,Wholesale,6,659.43
2024-11-02,AMER,Beauty,Wholesale,2,204.24
2024-07-12,LATAM,Grocery,Retail,7,590.77
2024-04-11,AMER,Outdoor,Web,4,731.58
2025-06-28,APAC,Home,Web,7,554.43
2025-03-06,APAC,Grocery,Retail,7,604.91
2025-08-17,APAC,Electronics,Wholesale,7,551.50
2024-08-23,APAC,Grocery,Web,1,95.39
2025-09-30,APAC,Beauty,Retail,3,203.36
2024-09-17,APAC,Beauty,Wholesale,5,466.33
2024-06-02,LATAM,Beauty,Web,3,266.64
2025-08-08,LATAM,Outdoor,Wholesale,4,271.27
2024-02-25,APAC,Apparel,Retail,6,681.25
2025-02-12,EMEA,Beauty,Web,5,742.02
2025-08-18,EMEA,Apparel,Retail,5,657.81
2024-10-08,EMEA,Electronics,Wholesale,5,391.10
2024-01-13,AMER,Outdoor,Wholesale,2,275.16
2024-09-20,AMER,Grocery,Retail,6,680.34
2024-02-20,AMER,Apparel,Web,7,1215.97
2025-08-02,APAC,Beauty,Web,1,104.22
2024-08-29,LATAM,Electronics,Web,3,182.43
2024-02-22,APAC,Beauty,Wholesale,7,789.79
2024-08-03,APAC,Grocery,Retail,2,134.72
2025-05-02,AMER,Home,Retail,1,144.26
2024-09-11,EMEA,Outdoor,Wholesale,3,260.31
2025-03-14,AMER,Apparel,Web,5,776.86
2025-11-25,APAC,Home,Web,6,538.06
2024-12-20,AMER,Electronics,Wholesale,4,582.37
2025-07-05,APAC,Outdoor,Retail,6,586.39
2024-09-30,EMEA,Outdoor,Wholesale,4,493.54
2024-12-01,APAC,Outdoor,Retail,6,398.44
2024-04-10,LATAM,Beauty,Retail,4,279.16
2025-02-15,LATAM,Home,Wholesale,1,69.40
2025-07-11,EMEA,Outdoor,Retail,4,396.98
2025-12-07,EMEA,Electronics,Web,7,789.79
2025-09-27,LATAM,Electronics,Wholesale,4,278.44
2024-04-08,AMER,Grocery,Wholesale,3,498.34
2024-05-16,LATAM,Apparel,Wholesale,1,67.93
2024-01-07,EMEA,Electronics,Wholesale,2,199.50
2024-01-19,AMER,Electronics,Wholesale,3,354.46
2025-07-28,AMER,Electronics,Retail,5,537.91
2025-04-28,EMEA,Outdoor,Wholesale,1,106.29
2025-08-27,LATAM,Outdoor,Wholesale,1,74.90
2025-05-17,LATAM,Home,Retail,4,342.10
2024-07-02,AMER,Apparel,Retail,5,783.99
2025-03-10,EMEA,Apparel,Web,1,81.48
2024-12-28,LATAM,Beauty,Web,7,546.45
2024-05-29,LATAM,Outdoor,Wholesale,1,97.64
2025-10-06,EMEA,Beauty,Retail,2,161.78
2025-11-24,EMEA,Apparel,Web,5,488.34
2024-01-18,APAC,Electronics,Retail,2,171.63
2025-03-17,EMEA,Home,Wholesale,2,169.88
2024-12-09,APAC,Outdoor,Web,4,389.69
2024-02-21,EMEA,Apparel,Retail,2,250.65
2025-06-18,LATAM,Beauty,Retail,4,296.27
2024-11-04,AMER,Beauty,Web,2,276.66
2024-02-29,EMEA,Electronics,Web,6,652.13
2025-02-17,EMEA,Home,Web,4,410.40
2024-11-24,LATAM,Home,Wholesale,6,374.89
2025-12-15,APAC,Beauty,Wholesale,3,232.74
2024-01-11,LATAM,Home,Wholesale,7,513.38
2025-08-02,LATAM,Outdoor,Wholesale,1,57.73
2025-01-10,EMEA,Apparel,Wholesale,6,725.97
2025-07-01,EMEA,Electronics,Wholesale,6,806.71
2024-07-12,EMEA,Beauty,Retail,5,671.41
2025-02-27,LATAM,Outdoor,Wholesale,4,313.98
2025-03-26,EMEA,Grocery,Wholesale,1,74.82
2025-03-22,AMER,Electronics,Retail,5,640.44
2025-09-13,LATAM,Electronics,Web,5,301.91
2025-10-30,LATAM,Apparel,Wholesale,5,313.45
2024-10-13,AMER,Grocery,Web,2,218.00
2025-04-03,EMEA,Beauty,Wholesale,4,522.99
2024-08-27,APAC,Electronics,Retail,3,240.18
2024-05-04,APAC,Outdoor,Web,7,630.72
2025-04-12,LATAM,Beauty,Retail,5,526.74
2024-04-17,LATAM,Beauty,Web,5,348.57
2024-01-11,LATAM,Apparel,Wholesale,2,148.79
2025-03-15,APAC,Home,Retail,6,737.93
2025-09-17,AMER,Outdoor,Wholesale,4,538.48
2025-12-08,APAC,Electronics,Web,5,421.31
2025-11-01,AMER,Electronics,Wholesale,7,739.81
2024-06-09,APAC,Home,Web,6,556.28
2024-09-04,AMER,Beauty,Retail,4,384.28
2024-09-15,EMEA,Grocery,Web,6,632.22
2025-02-27,AMER,Electronics,Wholesale,3,514.68
2025-10-01,APAC,Grocery,Retail,4,372.61
2024-01-11,AMER,Grocery,Retail,2,210.87
